Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Date	Host Species	Country	State/Province	Flu Season	Strain Name	Creation Date	
M2	CY074100	Yes	7	1004	H1N1	04/29/2009	IRD:Human	USA	California	08-09	A/California/VRDL189/2009(H1N1)	10/14/2010	
M2	CY068767	Yes	7	1000	H3N2	04/28/2009	IRD:Human	USA	California	08-09	A/California/VRDL204/2009(H3N2)	08/20/2010	
M2	CY066472	Yes	7	987	H1N1	02/08/2010	IRD:Human	USA	California	09-10	A/California/VRDL4/2010(H1N1)	07/18/2010	
M2	CY054996	Yes	7	987	H1N1	07/27/2009	IRD:Human	USA	California	08-09	A/California/VRDL61/2009(H1N1)	02/05/2010	
M2	CY083195*	Yes	7	982	H1N1	08/10/2009	IRD:Human	USA	California	08-09	A/California/WRAIR1502P/2009	03/16/2011	
M2	CY083227	Yes	7	982	H1N1	07/29/2009	IRD:Human	USA	California	08-09	A/California/WRAIR1507P/2009	03/16/2011	
M2	CY009597	No	7	993	H1N1	1946	IRD:Human	Unknown	-N/A-	-N/A-	A/Cam/46(H1N1)	07/27/2006	
M2	AB598120	No	7	982	H5N1	2005	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/408008/2005	05/16/2011	
M2	HQ200419	No	7	1018	H5N1	03/21/2006	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/Q0321176/2006(H5N1)	10/14/2010	
M2	HQ200425	No	7	1017	H5N1	04/04/2006	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/Q0405047/2006(H5N1)	10/14/2010	
M2	HQ200572	No	7	1017	H5N1	04/04/2007	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/R0405050/2007(H5N1)	10/14/2010	
M2	HQ200597	Yes	7	1027	H5N1	12/11/2008	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/S1211394/2008(H5N1)	10/14/2010	
M2	JQ714249	Yes	7	991	H5N1	01/10/2012	IRD:Human	Cambodia	-N/A-	-N/A-	A/Cambodia/W0112303/2012	04/16/2012	
M2	HQ239622	No	7	979	H1N1	12/05/2009	IRD:Human	Canada	-N/A-	09-10	A/Canada-MB/RV0062-10/2009	11/19/2012	
M2	GQ465684	Yes	7	992	H1N1	07/01/2009	IRD:Human	Canada	-N/A-	08-09	A/Canada-SK/RV2486/2009(H1N1)	08/13/2009	
M2	AY210258	No	7	982	H3N2	1970	IRD:Human	Canada	-N/A-	-N/A-	A/Canada/2/70(H3N2)	07/27/2006	
M2	DQ009919	Yes	7	982	H2N2	2005	IRD:Human	Canada	-N/A-	-N/A-	A/Canada/720/05(H2N2)	07/27/2006	
M2	CY015007	Yes	7	1027	H7N3	05/11/2004	IRD:Human	Canada	-N/A-	03-04	A/Canada/rv504/2004(H7N3)	10/31/2006	
M2	CY007796	Yes	7	996	H3N2	03/04/2005	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/01/2005(H3N2)	07/27/2006	
M2	CY009557	No	7	988	H3N2	05/09/2001	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/07/2001(H3N2)	07/27/2006	
M2	CY009397	No	7	988	H3N2	06/07/2001	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/10/2001(H3N2)	07/27/2006	
M2	CY007468	Yes	7	1000	H1N1	09/12/2004	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/106/2004(H1N1)	07/27/2006	
M2	CY008068	Yes	7	996	H3N2	07/02/2005	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/127/2005(H3N2)	07/27/2006	
M2	CY010349	Yes	7	1000	H1N1	08/14/2001	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/155/2001(H1N1)	07/27/2006	
M2	CY007356	No	7	989	H3N2	08/06/2004	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/16/2004(H3N2)	07/27/2006	
M2	CY008477	No	7	989	H3N2	08/07/2000	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/17/2000(H3N2)	07/27/2006	
M2	CY009117	No	7	989	H3N2	01/20/2000	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/2/2000(H3N2)	07/27/2006	
M2	CY039977	Yes	7	989	H3N2	09/16/2004	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/200/2004(H3N2)	07/10/2009	
M2	CY096844	Yes	7	996	H3N2	09/16/2004	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/200/2004(H3N2)	09/16/2011	
M2	CY007516	No	7	975	H3N2	09/21/2004	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/207/2004(H3N2)	07/27/2006	
M2	CY007524	No	7	988	H3N2	09/22/2004	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/208/2004(H3N2)	07/27/2006	
M2	CY008100	Yes	7	995	H3N2	07/20/2005	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/212/2005(H3N2)	07/27/2006	
M2	CY010773	Yes	7	1000	H1N1	06/28/2001	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/22/2001(H1N1)	07/27/2006	
M2	CY008397	No	7	988	H3N2	07/28/2005	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/235/2005(H3N2)	07/27/2006	
M2	CY009221	No	7	989	H1N1	08/17/2000	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/32/2000(H1N1)	07/27/2006	
M2	CY007964	No	7	988	H3N2	06/01/2005	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/33/2005(H3N2)	07/27/2006	
M2	CY009037	No	7	988	H3N2	06/07/2005	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/34/2005(H3N2)	07/27/2006	
M2	CY008140	Yes	7	996	H3N2	08/27/2000	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/39/2000(H3N2)	07/27/2006	
M2	CY007020	No	7	989	H3N2	07/05/2003	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/399/2003(H3N2)	07/27/2006	
M2	CY007076	Yes	7	995	H3N2	07/06/2003	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/410/2003(H3N2)	07/27/2006	
M2	CY010781	Yes	7	997	H1N1	07/10/2001	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/42/2001(H1N1)	07/27/2006	
M2	CY007212	No	7	986	H3N2	07/16/2003	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/437/2003	03/29/2012	
M2	CY010109	Yes	7	986	H1N1	07/24/2000	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/51/2000(H1N1)	07/27/2006	
M2	CY010413	Yes	7	1000	H1N1	07/04/2001	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/51/2001(H1N1)	07/27/2006	
M2	CY009149	Yes	7	995	H3N2	09/05/2000	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/58/2000(H3N2)	07/27/2006	
M2	CY008349	No	7	989	H3N2	06/18/2005	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/64/2005(H3N2)	07/27/2006	
M2	CY008773	No	7	988	H3N2	09/14/2000	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/71/2000(H3N2)	07/27/2006	
M2	CY008493	No	7	987	H3N2	09/15/2000	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/73/2000(H3N2)	07/27/2006	
M2	CY009797	Yes	7	1000	H1N1	09/21/2000	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/79/2000(H1N1)	07/27/2006	
M2	CY008781	No	7	988	H3N2	09/21/2000	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/80/2000(H3N2)	07/27/2006	
M2	CY010141	Yes	7	1000	H1N1	10/22/2000	IRD:Human	New Zealand	-N/A-	-N/A-	A/Canterbury/95/2000(H1N1)	07/27/2006	
M2	CY031828	No	7	981	H3N2	2007	IRD:Human	South Africa	-N/A-	-N/A-	A/Cape Town/97/2007(H3N2)	06/18/2008	
M2	AY210264	No	7	982	H3N2	1971	IRD:Human	Venezuela	-N/A-	-N/A-	A/Caracas/1/71(H3N2)	07/27/2006	
M2	AF398876	No	7	987	H1N1	1995	IRD:Human	USA	Virginia	-N/A-	A/Charlottesville/31/95(H1N1)	07/27/2006	
M2	FJ009505	No	7	977	H3N2	09/19/2007	IRD:Human	South Korea	-N/A-	-N/A-	A/Cheongju/H380/2007(H3N2)	11/08/2009	
M2	FJ009510	No	7	977	H3N2	04/15/2008	IRD:Human	South Korea	-N/A-	07-08	A/Cheongju/H473/2008(H3N2)	11/08/2009	
M2	AY210265	No	7	982	H3N2	1971	IRD:Human	Japan	-N/A-	-N/A-	A/Chiba/5/71(H3N2)	07/27/2006	
M2	CY083482	Yes	7	982	H1N1	10/14/2009	IRD:Human	USA	Illinois	09-10	A/Chicago/WRAIR1690P/2009	03/16/2011	
M2	AY210027	No	7	982	H2N2	1957	IRD:Human	Chile	-N/A-	-N/A-	A/Chile/13/57(H2N2)	07/27/2006	
M2	CY092953	Yes	7	987	H1N1	06/22/2010	IRD:Human	Chile	-N/A-	-N/A-	A/Chile/15/2010	07/11/2011	
M2	CY125133	Yes	7	1002	H1N1	2000	IRD:Human	Chile	-N/A-	-N/A-	A/Chile/4795/2000	07/27/2012	
M2	DQ835316	Yes	7	1027	H5N1	2006	IRD:Human	China	-N/A-	-N/A-	A/China/GD01/2006(H5N1)	03/13/2007	
M2	CY002915	Yes	7	1027	H3N2	08/12/2004	IRD:Human	New Zealand	-N/A-	-N/A-	A/Christchurch/15/2004(H3N2)	07/27/2006	
M2	CY002947	Yes	7	1027	H3N2	09/22/2004	IRD:Human	New Zealand	-N/A-	-N/A-	A/Christchurch/184/2004(H3N2)	07/27/2006	
M2	GQ475618	No	7	982	H1N1	12/09/2007	IRD:Human	USA	Colorado	07-08	A/Colorado/39/2007(H1N1)	08/21/2009	
M2	CY026148	Yes	7	983	H3N2	01/08/2007	IRD:Human	USA	Colorado	06-07	A/Colorado/UR06-0023/2007(H3N2)	01/18/2008	
M2	CY026524	Yes	7	1000	H1N1	01/22/2007	IRD:Human	USA	Colorado	06-07	A/Colorado/UR06-0053/2007(H1N1)	01/18/2008	
M2	CY025828	Yes	7	985	H1N1	01/30/2007	IRD:Human	USA	Colorado	06-07	A/Colorado/UR06-0111/2007(H1N1)	10/16/2007	
M2	KC780643	No	7	982	H1N1	12/16/2009	IRD:Human	USA	Connecticut	09-10	A/Connecticut/18/2009	04/08/2013	
M2	CY049934	Yes	7	982	H1N1	05/27/2009	IRD:Human	USA	North Carolina	08-09	A/Craven/WR1001/2009(H1N1)	11/19/2009	
M2	CY069304	Yes	7	986	H3N2	06/29/2009	IRD:Human	Senegal	-N/A-	-N/A-	A/Dakar/WRAIR0011T/2009(H3N2)	08/20/2010	
M2	CY104565	No	7	999	H1N1	08/21/2008	IRD:Human	Viet Nam	-N/A-	-N/A-	A/DaNang/DN311/2008	04/12/2012	
M2	CY105823	Yes	7	1000	H3N2	11/26/2008	IRD:Human	Viet Nam	-N/A-	-N/A-	A/DaNang/DN453/2008	04/16/2012	
