Name,Sequence Accession,Complete Genome,Segment,Segment Length,Subtype,Date,Host Species,Country,State/Province,Flu Season,Strain Name
HA,GU576514,No,4,1701,H1N1,08/16/2009,IRD:Human,Italy,-N/A-,09-Aug,A/Ancona/66/2009(H1N1)
HA,GU576517,No,4,1701,H1N1,08/19/2009,IRD:Human,Italy,-N/A-,09-Aug,A/Ancona/69/2009(H1N1)
HA,GU576522,No,4,1701,H1N1,08/31/2009,IRD:Human,Italy,-N/A-,09-Aug,A/Ancona/86/2009(H1N1)
HA,GU576524,No,4,1701,H1N1,09/10/2009,IRD:Human,Italy,-N/A-,09-Aug,A/Ancona/97/2009(H1N1)
HA,JX120566*,No,4,1806,H1N1,01/14/2010,IRD:Human,China,-N/A-,-N/A-,A/Anhui/1225/2010
HA,JN613301,No,4,1701,H1N1,12/2010,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/01/2010
HA,GU369646,No,4,1701,H1N1,07/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/03/2009(H1N1)
HA,KC311433,No,4,1701,H1N1,12/2010,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/03/2010
HA,GU369648,No,4,1701,H1N1,07/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/05/2009(H1N1)
HA,GU369655,No,4,1782,H1N1,08/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/11/2009(H1N1)
HA,GU369656,No,4,1770,H1N1,09/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/12/2009(H1N1)
HA,GU369663,No,4,1769,H1N1,10/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/19/2009(H1N1)
HA,GU369664,No,4,1782,H1N1,10/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/20/2009(H1N1)
HA,GU369671,No,4,1782,H1N1,11/11/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/27/2009(H1N1)
HA,GU369672,No,4,1774,H1N1,11/12/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/28/2009(H1N1)
HA,GU369673,No,4,1782,H1N1,11/18/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/29/2009(H1N1)
HA,CY071594*,No,4,1695,H1N1,10/19/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/WR1429T/2009(H1N1)
HA,CY073056,Yes,4,1701,H1N1,11/02/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/WRAIR1424T/2009(H1N1)
HA,CY073064,Yes,4,1701,H1N1,11/15/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/WRAIR1425T/2009(H1N1)
HA,CY073072,No,4,1701,H1N1,10/20/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/WRAIR1426N/2009(H1N1)
HA,CY073080,No,4,1701,H1N1,10/21/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/WRAIR1428T/2009(H1N1)
HA,CY073096*,No,4,1701,H1N1,11/04/2009,IRD:Human,Turkey,-N/A-,-N/A-,A/Ankara/WRAIR1440T/2009(H1N1)
HA,CY083631,Yes,4,1701,H1N1,07/06/2009,IRD:Human,Peru,-N/A-,-N/A-,A/Arequipa/WRAIR9939F/2009
HA,CY047754,No,4,1701,H1N1,06/30/2009,IRD:Human,Argentina,-N/A-,-N/A-,A/Argentina/12508/2009(H1N1)
HA,CY047779,Yes,4,1701,H1N1,06/17/2009,IRD:Human,Argentina,-N/A-,-N/A-,A/Argentina/7649/2009(H1N1)
HA,CY047835,No,4,1701,H1N1,06/21/2009,IRD:Human,Argentina,-N/A-,-N/A-,A/Argentina/8551/2009(H1N1)
HA,CY047843,Yes,4,1701,H1N1,06/21/2009,IRD:Human,Argentina,-N/A-,-N/A-,A/Argentina/8574/2009(H1N1)
HA,CY053904*,No,4,1701,H1N1,07/20/2009,IRD:Human,Argentina,-N/A-,-N/A-,A/Argentina/HNRG15/2009(H1N1)
HA,CY053922*,No,4,1702,H1N1,07/27/2009,IRD:Human,Argentina,-N/A-,-N/A-,A/Argentina/HNRG23/2009(H1N1)
HA,CY053928*,No,4,1701,H1N1,06/18/2009,IRD:Human,Argentina,-N/A-,-N/A-,A/Argentina/HNRG3/2009(H1N1)
HA,CY053959,No,4,1701,H1N1,06/27/2009,IRD:Human,Argentina,-N/A-,-N/A-,A/Argentina/HNRG42/2009
HA,CY053962,No,4,1701,H1N1,06/30/2009,IRD:Human,Argentina,-N/A-,-N/A-,A/Argentina/HNRG44/2009
HA,GQ221788,Yes,4,1701,H1N1,04/26/2009,IRD:Human,USA,Arizona,09-Aug,A/Arizona/02/2009(H1N1)
HA,EU566991,No,4,1698,H1N1,11/14/2007,IRD:Human,USA,Arizona,08-Jul,A/Arizona/04/2007(H1N1)
HA,GQ221809,No,4,1701,H1N1,04/27/2009,IRD:Human,USA,Arizona,09-Aug,A/Arizona/04/2009(H1N1)
HA,GQ323486,No,4,1701,H1N1,05/19/2009,IRD:Human,USA,Arizona,09-Aug,A/Arizona/09/2009(H1N1)
HA,GQ475987,No,4,1698,H1N1,03/13/2009,IRD:Human,USA,Arizona,09-Aug,A/Arizona/10/2009(H1N1)
HA,GQ476020,No,4,1698,H1N1,03/13/2009,IRD:Human,USA,Arizona,09-Aug,A/Arizona/10/2009(H1N1)
HA,FJ179358,No,4,1698,H1N1,12/12/2007,IRD:Human,USA,Arizona,08-Jul,A/Arizona/13/2007(H1N1)
HA,FJ686949,No,4,1698,H1N1,11/16/2008,IRD:Human,USA,Arizona,09-Aug,A/Arizona/13/2008(H1N1)
HA,CY019963,Yes,4,1721,H1N1,1978,IRD:Human,USA,Arizona,-N/A-,A/Arizona/14/1978(H1N1)
HA,KC508624,No,4,1777,H1N1,02/23/2012,IRD:Human,USA,Arizona,12-Nov,A/Arizona/M1/2012
HA,KC513480,No,4,1740,H1N1,04/03/2012,IRD:Human,USA,Arizona,12-Nov,A/Arizona/M15/2012
HA,KC508625,No,4,1777,H1N1,02/29/2012,IRD:Human,USA,Arizona,12-Nov,A/Arizona/M2/2012
HA,KC513481,No,4,1777,H1N1,03/10/2012,IRD:Human,USA,Arizona,12-Nov,A/Arizona/M6/2012
HA,KC513475,No,4,1776,H1N1,03/14/2012,IRD:Human,USA,Arizona,12-Nov,A/Arizona/M8/2012
HA,EU199356,No,4,1698,H1N1,07/19/2007,IRD:Human,USA,Arkansas,-N/A-,A/Arkansas/01/2007
HA,EU199351,No,4,1698,H1N1,07/19/2007,IRD:Human,USA,Arkansas,-N/A-,A/Arkansas/01/2007
HA,GQ476081,No,4,1698,H1N1,03/01/2009,IRD:Human,USA,Arkansas,09-Aug,A/Arkansas/02/2009(H1N1)
HA,CY069541,Yes,4,1729,H1N1,03/2009,IRD:Human,USA,Arkansas,09-Aug,A/Arkansas/WRAIR1249P/2009(H1N1)
HA,HM189320,Yes,4,1701,H1N1,11/25/2009,IRD:Human,Russia,-N/A-,10-Sep,A/Arkhangelsk/CRIE-GNY/2009(H1N1)
HA,CY071426*,Yes,4,1695,H1N1,10/28/2009,IRD:Human,Turkmenistan,-N/A-,-N/A-,A/Ashgabat/WR0865N/2009(H1N1)
HA,JN600356,No,4,1701,H1N1,10/14/2009,IRD:Human,India,-N/A-,-N/A-,A/Assam/2220/2009
HA,JN600357,No,4,1701,H1N1,06/17/2010,IRD:Human,India,-N/A-,-N/A-,A/Assam/2590/2010
HA,JF789637,No,4,1730,H1N1,07/27/2009,IRD:Human,Kazakhstan,-N/A-,-N/A-,A/Astana/S4/2009
HA,CY063590,Yes,4,1734,H1N1,12/09/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS122/2009(H1N1)
HA,CY062707,Yes,4,1734,H1N1,12/13/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS123/2009(H1N1)
HA,CY062715,Yes,4,1734,H1N1,12/13/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS124/2009(H1N1)
HA,CY062731,Yes,4,1734,H1N1,12/15/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS126/2009(H1N1)
HA,CY063646,Yes,4,1734,H1N1,12/29/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS154/2009(H1N1)
HA,CY062835,Yes,4,1734,H1N1,12/30/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS155/2009(H1N1)
HA,CY062843,Yes,4,1734,H1N1,12/30/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS156/2009(H1N1)
HA,CY062851,Yes,4,1734,H1N1,12/17/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS158/2009(H1N1)
HA,CY062875,Yes,4,1734,H1N1,12/19/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS161/2009(H1N1)
HA,CY062883,Yes,4,1734,H1N1,12/20/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS162/2009(H1N1)
HA,CY062915,Yes,4,1721,H1N1,12/26/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS166/2009(H1N1)
HA,CY083768*,Yes,4,1764,H1N1,12/10/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS256/2009(H1N1)
HA,CY067063,Yes,4,1734,H1N1,12/13/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS257/2009(H1N1)
HA,CY067095,Yes,4,1734,H1N1,12/13/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS262/2009(H1N1)
HA,CY067103,Yes,4,1736,H1N1,12/13/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS263/2009(H1N1)
HA,CY067111,Yes,4,1734,H1N1,12/13/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS264/2009(H1N1)
HA,CY067135,Yes,4,1743,H1N1,12/15/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS268/2009(H1N1)
HA,CY067143,Yes,4,1734,H1N1,12/15/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS269/2009(H1N1)
HA,CY067151,Yes,4,1734,H1N1,12/15/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS270/2009(H1N1)
HA,CY066599,Yes,4,1734,H1N1,12/15/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS272/2009(H1N1)
HA,CY066623,Yes,4,1734,H1N1,12/15/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS275/2009(H1N1)
HA,CY072398,Yes,4,1734,H1N1,12/28/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS333/2009(H1N1)
HA,CY072414,Yes,4,1734,H1N1,12/30/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS335/2009(H1N1)
HA,CY072422,Yes,4,1734,H1N1,12/30/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS336/2009(H1N1)
HA,CY072446,Yes,4,1734,H1N1,12/30/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS339/2009(H1N1)
HA,CY069162,Yes,4,1734,H1N1,12/21/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS353/2009(H1N1)
HA,CY069178,Yes,4,1734,H1N1,12/22/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS355/2009(H1N1)
HA,CY069186,Yes,4,1734,H1N1,12/26/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS357/2009(H1N1)
HA,CY071127,Yes,4,1734,H1N1,12/31/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS383/2009(H1N1)
HA,CY071135,Yes,4,1734,H1N1,01/13/2010,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS389/2010(H1N1)
HA,CY071159,Yes,4,1734,H1N1,01/11/2010,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS394/2010(H1N1)
HA,CY071183,Yes,4,1734,H1N1,01/24/2010,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS398/2010(H1N1)
HA,CY071295,Yes,4,1734,H1N1,01/18/2010,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS417/2010(H1N1)
HA,CY071303,Yes,4,1734,H1N1,01/25/2010,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS419/2010(H1N1)
HA,CY071311,Yes,4,1734,H1N1,01/27/2010,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS420/2010(H1N1)
HA,CY129662,Yes,4,1752,H1N1,01/19/2011,IRD:Human,Greece,-N/A-,11-Oct,A/Athens/INS551/2011
HA,CY129670,Yes,4,1752,H1N1,01/27/2011,IRD:Human,Greece,-N/A-,11-Oct,A/Athens/INS552/2011
HA,CY129678,Yes,4,1752,H1N1,02/01/2011,IRD:Human,Greece,-N/A-,11-Oct,A/Athens/INS553/2011
HA,CY129694,Yes,4,1752,H1N1,02/24/2010,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS555/2010
HA,CY129702,Yes,4,1752,H1N1,02/04/2011,IRD:Human,Greece,-N/A-,11-Oct,A/Athens/INS562/2011
HA,CY129710,Yes,4,1752,H1N1,02/11/2011,IRD:Human,Greece,-N/A-,11-Oct,A/Athens/INS564/2011
HA,CY129459,Yes,4,1752,H1N1,02/12/2011,IRD:Human,Greece,-N/A-,11-Oct,A/Athens/INS566/2011
HA,CY129485,Yes,4,1752,H1N1,02/27/2011,IRD:Human,Greece,-N/A-,11-Oct,A/Athens/INS570/2011
HA,CY129726,Yes,4,1752,H1N1,02/27/2011,IRD:Human,Greece,-N/A-,11-Oct,A/Athens/INS571/2011
HA,CY056955,Yes,4,1719,H1N1,12/13/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/INS85/2009(H1N1)
HA,CY073254,No,4,1701,H1N1,12/23/2009,IRD:Human,Greece,-N/A-,10-Sep,A/Athens/WRAIR2962N/2009(H1N1)
HA,CY022157,Yes,4,1743,H1N1,09/06/2000,IRD:Human,New Zealand,-N/A-,-N/A-,A/Auckland/580/2000(H1N1)
HA,CY025026,Yes,4,1725,H1N1,09/13/2000,IRD:Human,New Zealand,-N/A-,-N/A-,A/Auckland/584/2000(H1N1)
HA,CY026155,Yes,4,1741,H1N1,09/15/2000,IRD:Human,New Zealand,-N/A-,-N/A-,A/Auckland/585/2000(H1N1)
HA,CY023010,Yes,4,1733,H1N1,10/02/2000,IRD:Human,New Zealand,-N/A-,-N/A-,A/Auckland/591/2000(H1N1)
HA,CY023018,Yes,4,1743,H1N1,11/03/2000,IRD:Human,New Zealand,-N/A-,-N/A-,A/Auckland/595/2000(H1N1)
HA,CY025034,Yes,4,1727,H1N1,10/30/2000,IRD:Human,New Zealand,-N/A-,-N/A-,A/Auckland/597/2000(H1N1)
HA,CY055558,Yes,4,1734,H1N1,07/20/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/11/2009(H1N1)
HA,CY055565,Yes,4,1734,H1N1,07/20/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/12/2009(H1N1)
HA,CY055573,Yes,4,1734,H1N1,07/20/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/13/2009(H1N1)
HA,CY055589,Yes,4,1734,H1N1,07/20/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/15/2009(H1N1)
HA,CY055605,Yes,4,1734,H1N1,07/21/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/20/2009(H1N1)
HA,CY055629,Yes,4,1734,H1N1,07/21/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/24/2009(H1N1)
HA,CY055692,Yes,4,1734,H1N1,07/24/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/35/2009(H1N1)
HA,CY055700,Yes,4,1734,H1N1,07/24/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/36/2009(H1N1)
HA,CY055740,Yes,4,1734,H1N1,07/26/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/43/2009(H1N1)
HA,CY055756,Yes,4,1734,H1N1,07/27/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/45/2009(H1N1)
HA,CY055796,Yes,4,1734,H1N1,08/16/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/54/2009(H1N1)
HA,CY055820,Yes,4,1734,H1N1,08/01/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/58/2009(H1N1)
HA,CY055075,Yes,4,1734,H1N1,07/18/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/6/2009(H1N1)
HA,CY055844,Yes,4,1734,H1N1,08/03/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/61/2009(H1N1)
HA,CY055860,Yes,4,1734,H1N1,08/03/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/64/2009(H1N1)
HA,CY055534,Yes,4,1734,H1N1,07/18/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/7/2009(H1N1)
HA,CY055916,Yes,4,1734,H1N1,08/20/2009,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/79/2009(H1N1)
